Number of substitution;Size of text;Size of alphabet;Size of pattern;Type of algorithm;Time(ns)
4;100000;2;2800;Алгоритм КМП с применением уточненных граней;3369959
4;100000;2;2800;Поиск с применением автомата КМП;2057997
4;100000;2;2900;Наивный алгоритм;3078936
4;100000;2;2900;Алгоритм КМП с применением стандартных граней;3430528
4;100000;2;2900;Алгоритм КМП с применением уточненных граней;3439845
4;100000;2;2900;Поиск с применением автомата КМП;1908689
4;100000;2;3000;Наивный алгоритм;3064269
4;100000;2;3000;Алгоритм КМП с применением стандартных граней;3332567
4;100000;2;3000;Алгоритм КМП с применением уточненных граней;3305222
4;100000;2;3000;Поиск с применением автомата КМП;1847741
4;100000;4;100;Наивный алгоритм;2101591
4;100000;4;100;Алгоритм КМП с применением стандартных граней;3049754
4;100000;4;100;Алгоритм КМП с применением уточненных граней;3041665
4;100000;4;100;Поиск с применением автомата КМП;1801721
4;100000;4;200;Наивный алгоритм;2075362
4;100000;4;200;Алгоритм КМП с применением стандартных граней;3232090
4;100000;4;200;Алгоритм КМП с применением уточненных граней;3341717
4;100000;4;200;Поиск с применением автомата КМП;1787161
4;100000;4;300;Наивный алгоритм;2003265
4;100000;4;300;Алгоритм КМП с применением стандартных граней;3065659
4;100000;4;300;Алгоритм КМП с применением уточненных граней;3142502
4;100000;4;300;Поиск с применением автомата КМП;1776921
4;100000;4;400;Наивный алгоритм;2071653
4;100000;4;400;Алгоритм КМП с применением стандартных граней;3276058
